pl_hostname,pl_letter,st_dist,st_glat,st_glon,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_masse,pl_rade
HD 86226,b,42.48,23.629380,259.395127,2.600000,0.400000,-0.400000,476.72500,
HD 86264,b,72.57,29.655768,253.159847,2.860000,0.070000,-0.070000,2224.71628,
HD 8673,b,38.26,-27.747646,131.000228,3.020000,0.150000,-0.150000,4513.00000,
HD 87883,b,18.06,54.540507,191.186608,3.600000,0.080000,-0.080000,565.71357,
HD 88133,b,74.46,51.898177,217.810456,0.047000,,,69.91965,
HD 89307,b,30.88,51.395667,227.304203,3.270000,0.070000,-0.070000,565.71357,
HD 89744,b,38.99,56.393689,178.389916,0.890000,,,2539.35472,
HD 90156,b,22.09,23.152132,268.372720,,,,17.47991,
HD 92788,b,32.32,47.352309,251.207220,0.970000,,,1226.77212,
HD 93083,b,28.90,22.221547,274.645270,0.477000,,,117.59215,
HD 93385,b,42.52,15.542511,279.100518,0.111600,,,8.35900,
HD 93385,c,42.52,15.542511,279.100518,0.257000,,,10.11000,
HD 9446,b,52.85,-32.720986,133.797807,0.189000,0.006000,-0.006000,222.47200,
HD 9446,c,52.85,-32.720986,133.797807,0.654000,0.022000,-0.022000,578.42600,
HD 95089,b,149.03,52.943472,251.412506,1.510000,0.050000,-0.050000,381.38000,
HD 96063,b,132.80,50.760624,257.778448,0.990000,,,290.00000,
HD 96127,b,221.24,62.735597,166.965638,1.400000,,,1300.00000,
HD 96167,b,84.03,44.578514,264.808564,1.300000,0.070000,-0.070000,216.11500,
HD 96700,b,26.21,27.582260,277.732593,0.077400,,,9.02600,
HD 96700,c,26.21,27.582260,277.732593,0.422000,,,13.00000,
HD 97658,b,21.30,68.295399,211.161966,0.083100,0.001100,-0.001100,8.26323,
HD 98219,b,150.38,34.122772,276.920577,1.230000,,,572.00000,
HIP 55409,b,42.77,35.107211,277.305382,,,,2225.00000,
HD 99109,b,60.46,54.484037,263.238611,1.105000,0.065000,-0.065000,159.54394,
HD 99492,b,17.99,58.508400,259.279563,0.121860,0.000020,-0.000020,27.65000,
HD 99492,c,17.99,58.508400,259.279563,5.400000,0.500000,-0.500000,114.41400,
HD 99706,b,130.89,66.296970,162.266818,2.140000,,,445.00000,
HIP 12961,b,23.80,-63.651535,210.539391,,,,149.37381,
HIP 13044,b,223.21,-63.806529,240.226542,0.116000,0.010000,-0.010000,397.27100,
HIP 14810,b,52.88,-31.094518,161.550961,0.069200,0.004000,-0.004000,1233.12845,
HIP 14810,c,52.88,-31.094518,161.550961,0.545000,0.031000,-0.031000,406.80526,
HIP 14810,d,52.88,-31.094518,161.550961,1.890000,0.110000,-0.110000,181.15500,
HIP 5158,b,44.80,-84.271115,159.036135,0.890000,,,451.00000,
HIP 5158,c,44.80,-84.271115,159.036135,7.700000,1.880000,-1.880000,4779.96000,
HIP 57050,b,11.03,68.918003,160.612622,0.163506,0.000042,-0.000042,94.70940,
HIP 57274,b,25.87,74.932183,194.246675,0.070000,,,11.40000,
HIP 57274,c,25.87,74.932183,194.246675,0.178000,,,130.00000,
HIP 57274,d,25.87,74.932183,194.246675,1.010000,,,167.50000,
HIP 70849,b,23.98,13.145278,319.967812,,,,1589.08306,
HIP 75458,b,31.33,48.627879,93.971038,1.275000,0.074000,-0.074000,2803.14251,
HIP 78530,b,131.93,22.681059,350.870628,,,,7322.49000,
HIP 79431,b,14.90,22.969669,355.200221,0.360000,,,667.41500,
HIP 107350,b,18.39,-28.269284,69.859355,773.000000,13.000000,-13.000000,6991.57000,11.777
HR 810,b,17.24,-58.323534,268.809626,0.910000,0.104000,-0.104000,616.56423,
HR 8799,b,39.94,-35.575078,92.764215,68.000000,,,2000.00000,13.000
HR 8799,c,39.94,-35.575078,92.764215,38.000000,,,3000.00000,13.000
HR 8799,d,39.94,-35.575078,92.764215,24.000000,,,3000.00000,13.000
HR 8799,e,39.94,-35.575078,92.764215,14.500000,0.500000,-0.500000,,
HU Aqr AB,b,,-32.638108,44.762341,4.290000,,,2132.55000,
HU Aqr AB,c,,-32.638108,44.762341,6.180000,,,1875.12000,
HW Vir,b,130.72,54.159072,299.933984,,,,6102.07893,
