pl_hostname,pl_letter,st_dist,st_disterr,st_glon,st_glat,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2
ups And,d,13.47,0.13,132.000907,-20.666090,2.513290,0.000750,-0.000750,1313.22000,9.21668,-9.21668,,,,4.13200,0.02900,-0.02900,,,
ups And,e,13.47,0.13,132.000907,-20.666090,5.245580,0.000670,-0.000670,336.56800,8.89887,-8.89887,,,,1.05900,0.02800,-0.02800,,,
UScoCTIO 108,b,,,354.469771,24.538893,,,,4449.43255,635.63322,-2542.53289,,,,14.00000,2.00000,-8.00000,,,
V391 Peg,b,,,82.485828,-23.029833,1.700000,0.100000,-0.100000,1017.01316,222.47163,-222.47163,,,,3.20000,0.70000,-0.70000,,,
WASP-10,b,90.00,20.00,100.111899,-27.143928,0.037810,0.001470,-0.000670,1000.00000,41.00000,-35.00000,11.545,0.785,-0.336,3.15000,0.13000,-0.11000,1.030,0.070,-0.030
WASP-11/HAT-P-10,b,121.70,4.20,155.018224,-23.462612,0.043500,0.000600,-0.000600,154.77700,5.72100,-5.72100,11.265,0.359,-0.303,0.48700,0.01800,-0.01800,1.005,0.032,-0.027
WASP-12,b,,,184.083131,8.936468,0.022900,0.004000,-0.004000,448.00000,32.00000,-312.00000,20.100,1.000,-1.000,1.41000,0.10000,-0.10000,1.790,0.090,-0.090
WASP-13,b,155.00,18.00,190.928601,44.536549,0.053620,0.000740,-0.000850,151.59900,13.98400,-15.57300,15.569,0.504,-0.628,0.47700,0.04400,-0.04900,1.389,0.045,-0.056
WASP-14,b,160.00,20.00,25.738406,66.334029,0.036000,0.001000,-0.001000,2333.00000,161.00000,-158.00000,14.360,0.840,-0.920,7.34100,0.50800,-0.49600,1.281,0.075,-0.082
WASP-15,b,,,318.436464,28.769701,0.049900,0.001800,-0.001800,172.00000,16.00000,-16.00000,16.010,0.860,-0.860,0.54200,0.05000,-0.05000,1.428,0.077,-0.077
WASP-16,b,,,329.234586,38.097242,0.042100,0.001000,-0.001800,272.00000,14.00000,-24.00000,11.300,0.930,-0.670,0.85500,0.04300,-0.07600,1.008,0.083,-0.060
WASP-17,b,400.00,60.00,345.959737,18.667756,0.051000,0.001700,-0.001800,156.00000,19.00000,-18.00000,19.500,2.900,-2.600,0.49000,0.05900,-0.05600,1.740,0.260,-0.230
WASP-18,b,105.49,11.77,279.710041,-69.321365,0.020260,0.000680,-0.000680,3314.83000,120.77000,-120.77000,13.059,0.639,-0.639,10.43000,0.38000,-0.38000,1.165,0.057,-0.057
WASP-19,b,250.00,80.00,273.405553,6.775996,0.016550,0.000130,-0.000130,371.21000,7.31000,-7.31000,15.536,0.359,-0.359,1.16800,0.02300,-0.02300,1.386,0.032,-0.032
WASP-1,b,408.00,27.00,115.366067,-30.429318,,,,292.00000,29.00000,-29.00000,16.970,0.580,-0.530,0.91800,0.09100,-0.09000,1.514,0.052,-0.047
WASP-21,b,242.00,50.00,91.754180,-38.256405,0.052000,0.000410,-0.000440,95.34500,3.17817,-3.17817,11.994,0.560,-0.560,0.30000,0.01000,-0.01000,1.070,0.050,-0.050
WASP-22,b,300.00,,216.796333,-53.923270,0.046980,0.000370,-0.000370,186.87600,5.40300,-5.40300,12.980,0.684,-0.426,0.58800,0.01700,-0.01700,1.158,0.061,-0.038
WASP-23,b,,,251.926505,-19.228595,0.037600,0.001600,-0.002400,280.95000,27.96800,-31.46400,10.783,0.527,-0.628,0.88400,0.08800,-0.09900,0.962,0.047,-0.056
WASP-24,b,,,1.862550,48.829684,0.036510,0.000280,-0.000280,340.38200,11.44100,-12.07700,14.571,0.437,-0.426,1.07100,0.03600,-0.03800,1.300,0.039,-0.038
WASP-25,b,,,305.648960,35.296814,0.047300,0.000400,-0.000400,184.33400,12.71300,-12.71300,13.675,0.673,-0.560,0.58000,0.04000,-0.04000,1.220,0.060,-0.050
WASP-26,b,250.00,15.00,88.352441,-75.871357,0.039850,0.000330,-0.000330,326.71500,6.67400,-6.67400,14.359,0.841,-0.841,1.02800,0.02100,-0.02100,1.281,0.075,-0.075
WASP-28,b,,,83.860077,-58.486355,0.045500,0.000500,-0.000500,289.21300,19.06900,-19.06900,12.554,0.673,-0.673,0.91000,0.06000,-0.06000,1.120,0.060,-0.060
WASP-29,b,70.00,,343.320549,-72.181665,0.045700,0.000600,-0.000600,77.54700,6.35600,-6.35600,8.878,0.628,-0.392,0.24400,0.02000,-0.02000,0.792,0.056,-0.035
WASP-2,b,147.00,17.00,50.773854,-18.712649,,,,290.48400,29.23900,-29.23900,12.520,0.919,-0.919,0.91400,0.09200,-0.09200,1.117,0.082,-0.082
WASP-31,b,360.00,30.00,274.225690,38.539307,0.046590,0.000350,-0.000350,151.91600,9.21700,-9.21700,17.363,0.560,-0.560,0.47800,0.02900,-0.02900,1.549,0.050,-0.050
WASP-32,b,,,104.685060,-60.404269,0.039400,0.000300,-0.000300,1144.14000,22.24700,-22.24700,13.227,0.785,-0.785,3.60000,0.07000,-0.07000,1.180,0.070,-0.070
WASP-33,b,116.14,12.62,143.096879,-21.556785,0.025550,0.000170,-0.000170,1303.05000,,,16.780,0.504,-0.504,4.10000,,,1.497,0.045,-0.045
WASP-34,b,120.00,15.00,272.918586,32.531971,0.052400,0.000400,-0.000400,187.51200,3.17800,-3.17800,13.675,1.233,-0.897,0.59000,0.01000,-0.01000,1.220,0.110,-0.080
WASP-35,b,,,206.016402,-26.620540,0.043170,0.000330,-0.000330,228.82800,19.06900,-19.06900,14.796,0.560,-0.560,0.72000,0.06000,-0.06000,1.320,0.050,-0.050
WASP-36,b,450.00,120.00,234.385501,21.088889,0.026430,0.000260,-0.000260,731.93200,21.61200,-21.61200,14.359,0.325,-0.325,2.30300,0.06800,-0.06800,1.281,0.029,-0.029
WASP-37,b,343.00,36.00,354.774143,51.822981,0.044600,0.001900,-0.001900,572.07000,54.02900,-54.02900,13.002,0.785,-0.673,1.80000,0.17000,-0.17000,1.160,0.070,-0.060
WASP-38,b,110.00,20.00,23.528268,39.032874,0.075220,0.000740,-0.000750,855.24500,18.43300,-18.43300,12.263,0.325,-0.314,2.69100,0.05800,-0.05800,1.094,0.029,-0.028
WASP-39,b,230.00,80.00,344.403446,51.371134,0.048600,0.000500,-0.000500,88.98900,9.53500,-9.53500,14.235,0.448,-0.448,0.28000,0.03000,-0.03000,1.270,0.040,-0.040
WASP-3,b,220.00,,64.175020,18.611206,0.031510,0.001500,-0.000987,559.35700,25.42500,-44.49400,14.500,0.600,-0.800,1.76000,0.08000,-0.14000,1.290,0.050,-0.070
WASP-41,b,180.00,60.00,300.653777,32.192264,0.040200,0.000500,-0.000500,292.39100,19.06900,-19.06900,13.451,0.673,-0.673,0.92000,0.06000,-0.06000,1.200,0.060,-0.060
WASP-42,b,160.00,40.00,303.028834,20.798097,0.054800,0.001700,-0.001700,158.90800,11.12400,-11.12400,12.106,0.639,-0.639,0.50000,0.03500,-0.03500,1.080,0.057,-0.057
WASP-43,b,80.00,20.00,252.786807,37.870020,0.014200,0.000400,-0.000400,565.71400,31.78200,-31.78200,10.424,0.785,-1.009,1.78000,0.10000,-0.10000,0.930,0.070,-0.090
WASP-44,b,,,92.237408,-72.639264,0.034730,0.000410,-0.000410,282.53900,19.70500,-19.70500,12.778,1.233,-1.233,0.88900,0.06200,-0.06200,1.140,0.110,-0.110
WASP-45,b,,,337.207130,-79.015522,0.040540,0.000900,-0.000900,320.04100,16.84400,-16.84400,13.002,3.138,-1.569,1.00700,0.05300,-0.05300,1.160,0.280,-0.140
WASP-46,b,,,340.697735,-42.073749,0.024480,0.000280,-0.000280,667.73300,23.20100,-23.20100,14.684,0.572,-0.572,2.10100,0.07300,-0.07300,1.310,0.051,-0.051
WASP-47,b,200.00,30.00,45.748098,-48.186878,0.052000,0.000600,-0.000600,362.31100,15.89100,-15.89100,12.890,0.448,-0.224,1.14000,0.05000,-0.05000,1.150,0.040,-0.020
WASP-48,b,,,86.882482,17.627360,0.034440,0.000450,-0.000450,311.46000,28.60400,-28.60400,18.719,1.121,-1.121,0.98000,0.09000,-0.09000,1.670,0.100,-0.100
WASP-49,b,170.00,20.00,223.265047,-17.860159,0.037900,0.001100,-0.001100,120.13500,8.58100,-8.58100,12.498,0.527,-0.527,0.37800,0.02700,-0.02700,1.115,0.047,-0.047
WASP-4,b,300.00,50.00,344.493143,-68.295846,0.023120,0.000330,-0.000330,393.13900,20.34000,-20.34000,15.838,0.224,-0.224,1.23700,0.06400,-0.06400,1.413,0.020,-0.020
WASP-50,b,230.00,40.00,189.679500,-56.789395,0.029450,0.000850,-0.000850,466.55500,28.92100,-27.33200,12.924,0.538,-0.538,1.46800,0.09100,-0.08600,1.153,0.048,-0.048
WASP-55,b,330.00,50.00,317.482529,44.133163,0.053300,0.000700,-0.000700,181.15500,12.71300,-12.71300,14.572,0.560,-0.336,0.57000,0.04000,-0.04000,1.300,0.050,-0.030
WASP-5,b,300.00,50.00,337.593339,-72.018158,0.027020,0.000590,-0.000590,498.33600,22.56500,-22.56500,13.081,0.482,-0.482,1.56800,0.07100,-0.07100,1.167,0.043,-0.043
WASP-61,b,480.00,65.00,227.121028,-34.764600,0.051400,0.000900,-0.000900,654.70200,54.02900,-54.02900,13.899,0.336,-0.336,2.06000,0.17000,-0.17000,1.240,0.030,-0.030
WASP-62,b,160.00,30.00,273.415847,-31.033437,0.056700,0.000700,-0.000700,181.15500,12.71300,-12.71300,15.581,0.673,-0.673,0.57000,0.04000,-0.04000,1.390,0.060,-0.060
WASP-63,b,330.00,50.00,245.672090,-22.720382,0.057400,0.000700,-0.000700,120.77000,9.53500,-9.53500,16.029,1.121,-0.673,0.38000,0.03000,-0.03000,1.430,0.100,-0.060
WASP-66,b,380.00,100.00,273.274382,19.782235,0.054600,0.000900,-0.000900,737.33500,41.31600,-41.31600,15.581,1.009,-1.009,2.32000,0.13000,-0.13000,1.390,0.090,-0.090
WASP-67,b,225.00,45.00,20.137928,-20.006195,0.051700,0.000800,-0.000800,133.48300,12.71300,-12.71300,15.693,3.363,-2.242,0.42000,0.04000,-0.04000,1.400,0.300,-0.200
WASP-6,b,,,38.731023,-67.195486,0.042100,0.000800,-0.001300,160.00000,6.00000,-12.00000,13.720,0.570,-0.580,0.50300,0.01900,-0.03800,1.224,0.051,-0.052
WASP-78,b,550.00,120.00,218.385513,-43.765071,0.036200,0.000800,-0.000800,282.85700,25.42500,-25.42500,19.055,1.233,-1.233,0.89000,0.08000,-0.08000,1.700,0.110,-0.110
WASP-79,b,240.00,50.00,230.541994,-43.444837,0.053500,0.000800,-0.000800,286.03500,25.42500,-25.42500,23.427,1.569,-1.569,0.90000,0.08000,-0.08000,2.090,0.140,-0.140
WASP-7,b,140.00,15.00,2.822176,-37.876944,0.061800,0.001400,-0.003300,305.10400,41.31600,-41.31600,14.908,1.042,-1.042,0.96000,0.13000,-0.13000,1.330,0.093,-0.093
WASP-8,b,87.00,7.00,354.252018,-76.394972,0.080100,0.001400,-0.001600,713.20000,25.00000,-30.00000,11.630,0.078,-0.053,2.24400,0.07900,-0.09300,1.038,0.007,-0.047
XO-1,b,172.00,12.00,45.852868,48.021248,0.049000,0.001000,-0.001000,292.39100,25.42500,-25.42500,13.563,0.336,-0.336,0.92000,0.08000,-0.08000,1.210,0.030,-0.030
XO-2,b,148.00,10.00,168.289133,29.328608,0.036800,0.000400,-0.000400,179.56600,17.16200,-17.16200,11.164,0.347,-0.202,0.56500,0.05400,-0.05400,0.996,0.031,-0.018
XO-3,b,174.00,18.00,148.097181,5.628519,0.045400,0.000820,-0.000820,3747.06000,187.51200,-187.51200,13.641,0.818,-0.818,11.79000,0.59000,-0.59000,1.217,0.073,-0.073
XO-4,b,293.00,19.00,158.635374,26.689429,0.055500,0.001100,-0.001100,546.64500,63.56300,-63.56300,15.020,0.538,-0.538,1.72000,0.20000,-0.20000,1.340,0.048,-0.048
XO-5,b,260.00,12.00,180.625629,26.934689,0.048800,0.000600,-0.000600,336.56800,8.89900,-8.89900,12.431,0.560,-0.560,1.05900,0.02800,-0.02800,1.109,0.050,-0.050
11 Com,b,110.62,9.61,264.140892,78.280522,1.290000,0.050000,-0.050000,6165.64000,476.72500,-476.72500,,,,19.40000,1.50000,-1.50000,,,
11 UMi,b,119.47,6.22,108.718982,41.044516,1.540000,0.070000,-0.070000,3337.07400,785.00700,-785.00700,,,,10.50000,2.47000,-2.47000,,,
14 And,b,76.39,3.93,106.411558,-21.050610,0.830000,,,1525.52000,0.00000,0.00000,,,,4.80000,,,,,
14 Her,b,18.15,0.19,69.170376,46.944999,2.770000,0.050000,-0.050000,1474.66900,60.38500,-60.38500,,,,4.64000,0.19000,-0.19000,,,
16 Cyg B,b,21.41,0.24,83.336460,13.204352,1.681000,0.097000,-0.097000,533.93200,47.67200,-47.67200,,,,1.68000,0.15000,-0.15000,,,
18 Del,b,73.10,3.56,58.691434,-21.974824,2.600000,,,3273.51100,0.00000,0.00000,,,,10.30000,,,,,
1RXS1609,b,,,352.890560,22.030427,330.000000,,,2542.00000,,,,,,8.00000,,,,,
24 Sex,b,74.79,4.57,245.085309,44.715734,1.333000,0.004000,-0.009000,632.45500,82.63200,-120.77000,,,,1.99000,0.26000,-0.38000,,,
24 Sex,c,74.79,4.57,245.085309,44.715734,2.080000,0.050000,-0.020000,273.32200,111.23600,-69.92000,,,,0.86000,0.35000,-0.22000,,,
2M0746+20,b,,,200.437479,20.839714,,,,9984.90000,29954.84000,-3328.32000,,,,31.42000,94.26000,-10.47000,,,
2M1207,b,,,293.790365,22.543298,41.000000,,,1271.26644,1906.89967,-317.81661,16.813,,,4.00000,6.00000,-1.00000,1.500,,
2M2140+16,b,,,70.485105,-26.437257,,,,6656.60000,26626.50000,-6656.60000,,,,20.95000,83.79000,-20.95000,,,
2M2206-20,b,,,33.361267,-51.929519,,,,9984.90000,23298.20000,-6656.60000,,,,31.42000,73.32000,-20.95000,,,
2M J044144,b,,,176.510593,-15.114249,15.000000,,,2383.62000,794.54200,-794.54200,,,,7.50000,2.50000,-2.50000,,,
30 Ari B,b,40.13,1.62,151.487634,-32.305302,0.995000,0.012000,-0.012000,3140.02800,298.74800,-298.74800,,,,9.88000,0.94000,-0.94000,,,
42 Dra,b,97.28,4.34,95.419171,27.125611,1.190000,0.010000,-0.010000,1233.12800,270.14400,-270.14400,,,,3.88000,0.85000,-0.85000,,,
47 Uma,b,14.08,0.13,175.782531,63.369127,2.100000,0.020000,-0.020000,804.07600,22.24700,-19.06900,,,,2.53000,0.07000,-0.06000,,,
47 Uma,c,14.08,0.13,175.782531,63.369127,3.600000,0.100000,-0.100000,171.62100,20.97600,-23.20100,,,,0.54000,0.06600,-0.07300,,,
47 Uma,d,14.08,0.13,175.782531,63.369127,11.600000,2.100000,-2.900000,521.21900,92.16700,-152.55200,,,,1.64000,0.29000,-0.48000,,,
4 Uma,b,77.40,4.03,151.358914,35.956900,0.870000,0.040000,-0.040000,2256.49800,508.50700,-508.50700,,,,7.10000,1.60000,-1.60000,,,
51 Peg,b,15.36,0.18,90.062611,-34.727214,0.052700,0.003000,-0.003000,150.00900,12.39500,-12.39500,,,,0.47200,0.03900,-0.03900,,,
55 Cnc,b,12.53,0.13,196.794709,37.698968,0.115000,0.000001,-0.000001,261.88100,2.22500,-2.22500,,,,0.82400,0.00700,-0.00700,,,
55 Cnc,c,12.53,0.13,196.794709,37.698968,0.240000,0.000045,-0.000045,53.71100,2.54300,-2.54300,,,,0.16900,0.00800,-0.00800,,,
55 Cnc,d,12.53,0.13,196.794709,37.698968,5.770000,0.110000,-0.110000,1218.82700,25.42500,-25.42500,,,,3.83500,0.08000,-0.08000,,,
55 Cnc,e,12.53,0.13,196.794709,37.698968,0.015830,0.000200,-0.000200,8.63000,0.35000,-0.35000,2.000,0.140,-0.140,0.02700,0.00100,-0.00100,0.178,0.012,-0.012
55 Cnc,f,12.53,0.13,196.794709,37.698968,0.781000,0.007000,-0.007000,45.76600,12.71300,-12.71300,,,,0.14400,0.04000,-0.04000,,,
61 Vir,b,8.52,0.05,311.859025,44.092637,0.050201,0.000005,-0.000005,5.08507,0.50851,-0.50851,,,,0.01600,0.00160,-0.00160,,,
61 Vir,c,8.52,0.05,311.859025,44.092637,0.217500,0.000100,-0.000100,18.21089,1.11236,-1.11236,,,,0.05730,0.00350,-0.00350,,,
61 Vir,d,8.52,0.05,311.859025,44.092637,0.476000,0.001000,-0.001000,22.88280,2.54253,-2.54253,,,,0.07200,0.00800,-0.00800,,,
6 Lyn,b,56.95,2.36,156.971465,20.189874,2.180000,0.050000,-0.060000,702.37500,34.96000,-50.85100,,,,2.21000,0.11000,-0.16000,,,
70 Vir,b,18.11,0.24,337.665279,74.100664,0.484000,0.028000,-0.028000,2380.00000,190.00000,-190.00000,,,,7.49000,0.61000,-0.61000,,,
75 Cet,b,81.50,6.87,169.944194,-54.441590,2.100000,,,953.45000,,,,,,3.00000,,,,,
7 CMa,b,19.84,0.27,228.688399,-11.796021,1.900000,0.100000,-0.100000,826.32300,190.69000,-190.69000,,,,2.60000,0.60000,-0.60000,,,
81 Cet,b,97.18,8.37,174.486548,-55.249930,2.500000,,,1684.42800,0.00000,0.00000,,,,5.30000,,,,,
AB Pic,b,45.52,1.64,266.943713,-26.930799,260.000000,,,4290.52400,158.90800,-158.90800,,,,13.50000,0.50000,-0.50000,,,
HIP 9884,b,20.21,0.40,144.578434,-36.205483,1.200000,,,572.07000,63.56330,-63.56330,,,,1.80000,0.20000,-0.20000,,,
BD-082823,b,42.09,2.67,248.496598,34.756008,0.056000,0.002000,-0.002000,14.00000,2.00000,-2.00000,,,,0.04500,0.00700,-0.00700,,,
BD-082823,c,42.09,2.67,248.496598,34.756008,0.680000,0.020000,-0.020000,100.00000,10.00000,-10.00000,,,,0.33000,0.03000,-0.03000,,,
BD-10 3166,b,,,263.285542,43.238448,0.045200,0.002600,-0.002600,146.00000,12.00000,-12.00000,,,,0.45800,0.03900,-0.03900,,,
BD+14 4559,b,50.03,3.73,64.417655,-22.630868,0.777000,,,467.19000,0.00000,0.00000,,,,1.47000,,,,,
BD-17 63,b,37.54,1.87,95.838660,-77.878025,1.340000,0.020000,-0.020000,1620.86472,38.13799,-38.13799,,,,5.10000,0.12000,-0.12000,,,
BD+20 2457,b,,,216.044637,53.952466,1.450000,,,6807.63181,0.00000,0.00000,,,,21.42000,,,,,
BD+20 2457,c,,,216.044637,53.952466,2.010000,,,3963.17314,0.00000,0.00000,,,,12.47000,,,,,
BD+20 274,b,,,138.974211,-40.233372,1.300000,,,1334.83000,,,,,,4.20000,,,,,
BD +48 738,b,,,140.808446,-9.378616,1.000000,,,289.00000,0.00000,0.00000,,,,0.91000,,,,,
beta Pic,b,19.28,0.19,258.363880,-30.611632,8.000000,,,2542.53300,1589.08300,-635.63300,,,,8.00000,4.00000,-2.00000,,,
BOKS-1,b,800.00,,79.292224,11.633380,0.047700,0.000700,-0.000700,,,,12.442,0.224,-0.224,,,,1.110,0.020,-0.020
CoRoT-10,b,345.00,70.00,37.360770,-6.952866,0.105500,0.002100,-0.002100,873.99600,50.85070,-50.85070,10.873,0.785,-0.785,2.75000,0.16000,-0.16000,0.970,0.070,-0.070
CoRoT-11,b,560.00,30.00,37.240052,4.630184,0.043600,0.005000,-0.005000,740.51300,108.05800,-108.05800,16.029,0.336,-0.336,2.33000,0.34000,-0.34000,1.430,0.030,-0.030
CoRoT-12,b,1150.00,85.00,213.131578,-2.454352,0.040160,0.000930,-0.000920,291.43800,22.24720,-20.65810,16.141,1.457,-1.457,0.91700,0.07000,-0.06500,1.440,0.130,-0.130
CoRoT-13,b,1060.00,100.00,217.398629,-2.439602,0.051000,0.003100,-0.003100,415.70400,20.97590,-20.97590,9.920,0.157,-0.157,1.30800,0.06600,-0.06600,0.885,0.014,-0.014
CoRoT-14,b,1340.00,100.00,218.117909,-2.020520,,,,2409.05000,146.19600,-146.19600,12.218,0.785,-0.785,7.58000,0.46000,-0.46000,1.090,0.070,-0.070
CoRoT-16,b,840.00,90.00,25.614289,1.101178,0.061800,0.001500,-0.001500,170.03200,27.01440,-26.37880,13.114,1.793,-1.569,0.53500,0.08500,-0.08300,1.170,0.160,-0.140
CoRoT-17,b,920.00,50.00,25.152987,0.666416,0.046100,0.000800,-0.000800,772.29400,95.34500,-95.34500,11.433,0.785,-0.785,2.43000,0.30000,-0.30000,1.020,0.070,-0.070
CoRoT-18,b,870.00,90.00,210.819116,-4.184836,0.029500,0.001600,-0.001600,1102.82000,120.77000,-120.77000,14.684,2.018,-2.018,3.47000,0.38000,-0.38000,1.310,0.180,-0.180
CoRoT-19,b,770.00,160.00,210.420555,-5.261174,0.051800,0.000800,-0.000800,352.80000,19.00000,-19.00000,14.460,0.340,-0.340,1.11000,0.06000,-0.06000,1.290,0.030,-0.030
CoRoT-1,b,,,215.338872,-2.107036,0.025400,0.000400,-0.000400,327.35111,38.13799,-38.13799,16.701,0.897,-0.897,1.03000,0.12000,-0.12000,1.490,0.080,-0.080
CoRoT-20,b,1230.00,120.00,210.381237,-4.468533,0.090200,,,1348.00000,,,9.420,,,4.24000,,,0.840,,
CoRoT-23,b,600.00,50.00,35.417464,4.719742,0.048000,0.004000,-0.004000,890.00000,95.00000,-95.00000,11.770,1.460,-1.460,2.80000,0.30000,-0.30000,1.050,0.130,-0.130
CoRoT-2,b,,,38.262670,-7.290922,0.028100,0.000900,-0.000900,1051.97300,50.85100,-50.85100,16.421,0.325,-0.325,3.31000,0.16000,-0.16000,1.465,0.029,-0.029
CoRoT-3,b,680.00,160.00,37.262944,-8.120552,0.057000,0.003000,-0.003000,6883.90800,317.81700,-317.81700,11.321,0.785,-0.785,21.66000,1.00000,-1.00000,1.010,0.070,-0.070
CoRoT-4,b,,,213.227628,-0.898357,0.090000,0.001000,-0.001000,228.82800,25.42500,-25.42500,13.339,0.673,-0.560,0.72000,0.08000,-0.08000,1.190,0.060,-0.050
CoRoT-5,b,,,211.484737,-1.036103,0.049470,0.000260,-0.000290,148.00000,21.00000,-8.00000,15.500,0.500,-0.500,0.46700,0.06700,-0.02400,1.388,0.046,-0.047
CoRoT-6,b,,,38.062962,4.615925,0.085500,0.001500,-0.001500,941.00000,108.00000,-108.00000,13.068,0.392,-0.392,2.96000,0.34000,-0.34000,1.166,0.035,-0.035
CoRoT-7,b,150.00,20.00,213.010460,-2.178513,0.017200,0.000290,-0.000290,4.80000,0.80000,-0.80000,1.680,0.090,-0.090,0.01500,0.00300,-0.00300,0.150,0.008,-0.008
CoRoT-7,c,150.00,20.00,213.010460,-2.178513,0.046000,,,8.39036,0.88989,-0.88989,,,,0.02640,0.00280,-0.00280,,,
CoRoT-8,b,380.00,30.00,38.212920,-7.104052,0.063000,0.001000,-0.001000,69.91970,9.53450,-9.53450,6.389,0.224,-0.224,0.22000,0.03000,-0.03000,0.570,0.020,-0.020
CoRoT-9,b,460.00,,37.523411,4.662240,0.407000,0.005000,-0.005000,266.96600,22.24720,-22.24720,11.769,0.448,-0.448,0.84000,0.07000,-0.07000,1.050,0.040,-0.040
CT Cha,b,,,296.653702,-14.909141,440.000000,,,5402.88200,1906.90000,-1906.90000,24.660,9.079,-6.725,17.00000,6.00000,-6.00000,2.200,0.810,-0.600
DP Leo,b,,,230.897313,66.456659,8.600000,,,1995.88832,184.33363,-184.33363,,,,6.28000,0.58000,-0.58000,,,
eps Eridani,b,3.22,0.01,195.844698,-48.051279,3.390000,0.360000,-0.360000,492.61600,76.27600,-76.27600,,,,1.55000,0.24000,-0.24000,,,
eps Tau,b,47.53,1.78,177.596421,-19.923586,1.930000,0.030000,-0.030000,2415.40624,63.56332,-63.56332,,,,7.60000,0.20000,-0.20000,,,
Fomalhaut,b,7.69,0.05,20.488021,-64.909570,115.000000,,,953.45000,158.90800,-413.16200,,,,3.00000,0.50000,-1.30000,,,
FU Tau,b,,,172.115587,-16.960787,,,,4767.25000,,,,,,15.00000,,,,,
gamma 1 Leo,b,38.52,1.19,216.551735,54.652393,1.190000,0.020000,-0.020000,2790.42984,317.81661,-317.81661,,,,8.78000,1.00000,-1.00000,,,
gamma Cephei,b,13.79,0.10,118.992180,15.315533,2.130000,0.050000,-0.050000,540.00000,100.00000,-100.00000,,,,1.70000,0.40000,-0.40000,,,
GJ 1214,b,,,26.163964,23.610853,,,,6.37000,0.87000,-0.87000,2.740,0.060,-0.050,0.02000,0.00300,-0.00300,0.244,0.005,-0.004
GJ 3021,b,17.62,0.16,304.871337,-37.144007,0.490000,,,1071.04198,28.60349,-28.60349,,,,3.37000,0.09000,-0.09000,,,
GJ 317,b,,,246.799395,11.189974,1.150000,0.050000,-0.050000,794.54200,222.47200,-127.12700,,,,2.50000,0.70000,-0.40000,,,
GJ 317,c,,,246.799395,11.189974,25.000000,15.000000,-15.000000,635.63300,0.00000,0.00000,,,,2.00000,,,,,
GJ 3470,b,,,206.235417,21.757599,0.034800,0.001400,-0.001400,14.00000,1.70000,-1.70000,4.200,0.600,-0.600,0.04410,0.00530,-0.00530,0.375,0.054,-0.054
